,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
265,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364817018
266,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364820124
267,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364820131
268,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364820162
269,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6931925828100
270,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6931925828117
271,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6931925828124
272,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364830512
273,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364830529
274,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6931925871007
275,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104922380
276,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104922472
277,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104930903
278,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104930910
279,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104930934
280,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104930958
281,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104931900
282,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104931917
283,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104931924
284,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104931931
285,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104931986
286,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6926104931993
287,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6917878027333
288,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6917878039534
289,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6917878044859
290,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6917878045115
291,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6970724188886
292,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4052839435184
293,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4052839435382
294,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8436537522159
295,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6922410600363
296,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6922410600370
297,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6922410600356
298,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901035604895
299,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700015
300,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700046
301,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700053
302,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700060
303,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700084
304,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700091
305,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700107
306,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6942401800039
307,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6942401800077
308,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6939354800469
